Posting Date,CustomerName,BILL TO STATE,Item/Service Description(sku),Segment,Basic Value,TOTAL COGS
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Tamil Nadu,BTW20 WH,45423Simpl (BIL Sigma Technologies Pvt Ltd)Tamil NaduBTW20 WH,787.29,730.11
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,SBA15 BK,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshSBA15 BK,804.24,399.48
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW09-AIR-BL,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW09-AIR-BL,592.37,438.57
11/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)GujaratEM06-TYPE-C-BK,295.76,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM01 BK,295.76,166.98
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,BTW09-AIR-BL,45423FLIPKART MARKETPLACE (DELHI)KarnatakaBTW09-AIR-BL,592.37,438.57
11/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM01 TYPE C BK,45423FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM01 TYPE C BK,465.25,222.59
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Gujarat,BTW300-PLATINUM-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)GujaratBTW300-PLATINUM-BK,"3,134.75","1,473.25"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttarakhand,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)UttarakhandEM06 BK,253.39,146.18
11/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)West BengalEM06 BK,253.39,146.19
11/05/2024,DELHIVERY-COD,Tamil Nadu,SBW100 BK,45423DELHIVERY-CODTamil NaduSBW100 BK,"4,723.73","3,240.10"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)BiharEM01 BK,338.14,162.17
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,BTW300-XTREME-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)DelhiBTW300-XTREME-BK,"1,327.58",720.21
11/05/2024,CUSTOMER REPLACEMENT,Delhi,SBA20 PARTY BK,45423CUSTOMER REPLACEMENTDelhiSBA20 PARTY BK,"1,694.07",720.32
11/05/2024,FLIPKART MARKETPLACE (DELHI),Telangana,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)TelanganaEM01 BK,295.76,166.99
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)BiharEM01 BK,338.14,162.17
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,BTW300-XTREME-BL,45423Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraBTW300-XTREME-BL,"1,327.58",705.47
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW100 XTREME BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW100 XTREME BK,846.61,631.01
11/05/2024,FLIPKART MARKETPLACE (DELHI),Delhi,SBA20-KONCERT-BK,45423FLIPKART MARKETPLACE (DELHI)DelhiSBA20-KONCERT-BK,"1,143.22",732.69
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Telangana,SBA15 B,45423Simpl (BIL Sigma Technologies Pvt Ltd)TelanganaSBA15 B,829.66,546.99
11/05/2024,CUSTOMER REPLACEMENT,Maharashtra,BTW01 GM RCT,45423CUSTOMER REPLACEMENTMaharashtraBTW01 GM RCT,"3,388.98",847.46
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06-TYPE-C-BL,338.14,191.51
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,EM06-TYPE-C-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KeralaEM06-TYPE-C-BK,376.27,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaEM06 BK,253.39,146.18
11/05/2024,FLIPKART MARKETPLACE (DELHI),Delhi,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)DelhiEM06-TYPE-C-BK,295.76,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)MaharashtraEM06-TYPE-C-BK,295.76,191.51
11/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Maharashtra,BTW300-PLATINUM-BK,45423PAYTM E-COMMERCE PVT. LTD-B2CMaharashtraBTW300-PLATINUM-BK,"3,305.08","1,473.25"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,BTW300-XTREME-BK,45423FLIPKART MARKETPLACE (DELHI)OdishaBTW300-XTREME-BK,"1,355.08",711.54
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,BTW09-AIR-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)DelhiBTW09-AIR-BK,605.08,443.63
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,295.76,166.98
11/05/2024,FLIPKART MARKETPLACE (DELHI),Chattisgarh,EM01 TYPE C BK,45423FLIPKART MARKETPLACE (DELHI)ChattisgarhEM01 TYPE C BK,465.25,222.59
11/05/2024,DELHIVERY-COD,West Bengal,SBA20-PRO-BK,45423DELHIVERY-CODWest BengalSBA20-PRO-BK,"1,503.39",706.27
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM06 BK,253.39,146.18
11/05/2024,PAYTM E-COMMERCE PVT. LTD-B2C,Tamil Nadu,EM06 BK,45423PAYTM E-COMMERCE PVT. LTD-B2CTamil NaduEM06 BK,266.1,146.18
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM01 BK,295.76,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Punjab,BTW09-AIR-BK,45423FLIPKART MARKETPLACE (DELHI)PunjabBTW09-AIR-BK,592.37,443.63
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,SBA15 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaSBA15 BK,804.24,399.48
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,ATOMIK BB50 BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaATOMIK BB50 BK,"4,646.05","2,545.44"
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Gujarat,EM01 TYPE C BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)GujaratEM01 TYPE C BK,477.97,222.59
11/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,BH41-BK,45423ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraBH41-BK,"18,417.00","18,417.00"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM01 BK,295.76,162.17
11/05/2024,BlueDart Express Limited-COD,Karnataka,BTW300-XTREME-BK,45423BlueDart Express Limited-CODKarnatakaBTW300-XTREME-BK,"1,418.64",720.21
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06-TYPE-C-BL,338.14,191.51
11/05/2024,CUSTOMER REPLACEMENT,Karnataka,EM05 BK,45423CUSTOMER REPLACEMENTKarnatakaEM05 BK,211.02,124.62
11/05/2024,BlueDart Express Limited-COD,Maharashtra,BTW300 GR,45423BlueDart Express Limited-CODMaharashtraBTW300 GR,"1,249.15",631.93
11/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM01 BK,295.76,166.98
11/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)GujaratEM06-TYPE-C-BL,295.76,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,ATOMIK BB20 BK,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshATOMIK BB20 BK,"1,609.32",795.45
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,EM01 TYPE C BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraEM01 TYPE C BK,477.97,222.59
11/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,BTW100-XTREME-BL,45423FLIPKART MARKETPLACE (DELHI)West BengalBTW100-XTREME-BL,846.61,600.74
11/05/2024,BlueDart Express Limited-COD,Haryana,BTW100 KHROME BL,45423BlueDart Express Limited-CODHaryanaBTW100 KHROME BL,"1,079.66",911.55
11/05/2024,FLIPKART MARKETPLACE (DELHI),Meghalaya,EM01 TYPE C BK,45423FLIPKART MARKETPLACE (DELHI)MeghalayaEM01 TYPE C BK,465.25,222.6
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06-TYPE-C-BK,295.76,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06 BK,253.39,146.19
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,ATOMIK BB20 RB,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduATOMIK BB20 RB,"1,524.58",795.45
11/05/2024,FLIPKART MARKETPLACE (DELHI),Delhi,BTW100-XTREME-BL,45423FLIPKART MARKETPLACE (DELHI)DelhiBTW100-XTREME-BL,"1,100.85",600.75
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,BTW300 GR,45423Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaBTW300 GR,"1,150.47",631.93
11/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,SBA20 BK,45423FLIPKART MARKETPLACE (DELHI)OdishaSBA20 BK,"1,143.22",634.97
11/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,BTW100 XTREME WH,45423FLIPKART MARKETPLACE (DELHI)Andhra PradeshBTW100 XTREME WH,846.61,638.86
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 BK,295.76,166.98
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,EM01 TYPE C BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraEM01 TYPE C BK,477.97,222.59
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Telangana,EM06-TYPE-C-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)TelanganaEM06-TYPE-C-BK,308.47,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Telangana,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)TelanganaEM06-TYPE-C-BK,280.51,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)BiharEM01 BK,295.76,166.98
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Telangana,BTW300-XTREME-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)TelanganaBTW300-XTREME-BK,"1,327.58",720.21
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)BiharEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,SBA20 BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaSBA20 BK,"1,100.85",634.97
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW100-XTREME-BL,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW100-XTREME-BL,846.61,600.75
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Telangana,SBA15-GM,45423Simpl (BIL Sigma Technologies Pvt Ltd)TelanganaSBA15-GM,787.29,735
11/05/2024,CUSTOMER REPLACEMENT,Kerala,BE100 BL,45423CUSTOMER REPLACEMENTKeralaBE100 BL,"1,100.85",581.8
11/05/2024,FLIPKART MARKETPLACE (DELHI),Rajasthan,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)RajasthanEM01 BK,338.14,162.17
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,SBA15-GM,45423Simpl (BIL Sigma Technologies Pvt Ltd)KeralaSBA15-GM,828.43,735
11/05/2024,CASHFREE,Tamil Nadu,BTW100-XTREME-BL,45423CASHFREETamil NaduBTW100-XTREME-BL,"1,126.27",600.75
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM06 BK,253.39,146.18
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,EM01 TYPE C BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaEM01 TYPE C BK,477.97,222.59
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM01 TYPE C BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM01 TYPE C BK,465.25,222.59
11/05/2024,DELHIVERY-COD,Punjab,SBA20 BK,45423DELHIVERY-CODPunjabSBA20 BK,"1,168.64",610.91
11/05/2024,CUSTOMER REPLACEMENT,Jharkhand,ATOMIK BB50 BK,45423CUSTOMER REPLACEMENTJharkhandATOMIK BB50 BK,"4,660.17","2,545.44"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)KeralaEM06-TYPE-C-BK,295.76,191.51
11/05/2024,CUSTOMER REPLACEMENT,Gujarat,SBWL100 BK,45423CUSTOMER REPLACEMENTGujaratSBWL100 BK,"10,168.64","8,188.78"
11/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)West BengalEM06 BK,253.39,146.18
11/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)West BengalEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)West BengalEM06 BK,253.39,146.18
11/05/2024,CUSTOMER REPLACEMENT,Karnataka,BTW07 ANC BK,45423CUSTOMER REPLACEMENTKarnatakaBTW07 ANC BK,"2,117.80","1,696.77"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)OdishaEM06-TYPE-C-BK,295.76,191.51
11/05/2024,BlueDart Express Limited-COD,Gujarat,BTW300 WH,45423BlueDart Express Limited-CODGujaratBTW300 WH,"1,211.02",626.34
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,BTW100 XTREME BK,45423FLIPKART MARKETPLACE (DELHI)KeralaBTW100 XTREME BK,846.61,631.01
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,EM01 TYPE C BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaEM01 TYPE C BK,477.97,222.59
11/05/2024,DELHIVERY-COD,Haryana,SBA20 BK,45423DELHIVERY-CODHaryanaSBA20 BK,"1,164.41",634.97
11/05/2024,BI World India Pvt Ltd(Marketplace),Tamil Nadu,SBA30 BK,45423BI World India Pvt Ltd(Marketplace)Tamil NaduSBA30 BK,"2,152.54","1,402.90"
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,BTW100 XTREME BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)DelhiBTW100 XTREME BK,828.43,631.01
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Jharkhand,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)JharkhandEM06 BK,253.39,146.18
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,BTW09-AIR-BL,45423FLIPKART MARKETPLACE (DELHI)KarnatakaBTW09-AIR-BL,592.37,438.57
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Haryana,SBA15-GM,45423Simpl (BIL Sigma Technologies Pvt Ltd)HaryanaSBA15-GM,828.43,559.7
11/05/2024,BlueDart Express Limited-COD,Haryana,BTW300 GR,45423BlueDart Express Limited-CODHaryanaBTW300 GR,"1,101.69",631.93
11/05/2024,CASHFREE,Haryana,BTW300-XTREME-BL,45423CASHFREEHaryanaBTW300-XTREME-BL,"1,236.44",705.47
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,EM06-TYPE-C-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaEM06-TYPE-C-BK,616.94,383.02
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,BTW300-XTREME-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaBTW300-XTREME-BK,"1,380.51",720.21
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW12 KHROME WH,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW12 KHROME WH,"1,016.10",652.61
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,BTW09-AIR-BL,45423FLIPKART MARKETPLACE (DELHI)KeralaBTW09-AIR-BL,592.37,443.63
11/05/2024,CASHFREE,West Bengal,EM01 BK,45423CASHFREEWest BengalEM01 BK,308.47,166.98
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)KeralaEM06-TYPE-C-BK,338.14,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Haryana,SBA15 B,45423FLIPKART MARKETPLACE (DELHI)HaryanaSBA15 B,809.32,546.99
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)BiharEM06-TYPE-C-BL,295.76,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)MaharashtraEM06-TYPE-C-BL,295.76,191.51
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,BTW300-XTREME-BL,45423Simpl (BIL Sigma Technologies Pvt Ltd)KeralaBTW300-XTREME-BL,"1,327.58",705.47
11/05/2024,FLIPKART MARKETPLACE (DELHI),Mizoram,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)MizoramEM06 BK,253.39,146.18
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,SBA15 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaSBA15 BK,804.24,399.48
11/05/2024,FLIPKART MARKETPLACE (DELHI),Manipur,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)ManipurEM06-TYPE-C-BL,295.76,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW09-AIR-BL,45423FLIPKART MARKETPLACE (DELHI)MaharashtraBTW09-AIR-BL,677.12,438.57
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,BTW09-AIR-BK,45423FLIPKART MARKETPLACE (DELHI)KeralaBTW09-AIR-BK,592.37,443.63
11/05/2024,CRED-B2C SALE,Karnataka,BTW300 GR,45423CRED-B2C SALEKarnatakaBTW300 GR,"1,355.08",631.93
11/05/2024,FLIPKART MARKETPLACE (DELHI),Delhi,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)DelhiEM06-TYPE-C-BL,338.14,191.51
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Telangana,SBA15 B,45423Simpl (BIL Sigma Technologies Pvt Ltd)TelanganaSBA15 B,829.66,546.99
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW09-AIR-BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW09-AIR-BK,846.61,443.63
11/05/2024,DELHIVERY-COD,Maharashtra,BH41-BL,45423DELHIVERY-CODMaharashtraBH41-BL,"1,333.90",600.35
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM06-TYPE-C-BL,295.76,191.5
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),West Bengal,BTW100 KHROME BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)West BengalBTW100 KHROME BK,989.45,630.78
11/05/2024,FLIPKART MARKETPLACE (DELHI),Arunachal Pradesh,ATOMIK BB50 BK,45423FLIPKART MARKETPLACE (DELHI)Arunachal PradeshATOMIK BB50 BK,"4,660.17","2,545.44"
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,SBA15 B,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduSBA15 B,804.24,546.99
11/05/2024,FLIPKART MARKETPLACE (DELHI),Rajasthan,EM01 TYPE C BK,45423FLIPKART MARKETPLACE (DELHI)RajasthanEM01 TYPE C BK,465.25,222.59
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,BTW100-XTREME-BL,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshBTW100-XTREME-BL,851.69,600.74
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,ATOMIK BB20 RB,45423FLIPKART MARKETPLACE (DELHI)KeralaATOMIK BB20 RB,"1,524.58",795.45
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,BTW300 GR,45423Simpl (BIL Sigma Technologies Pvt Ltd)KeralaBTW300 GR,"1,150.47",631.93
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)MaharashtraEM01 BK,295.76,166.98
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,BTW300-XTREME-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraBTW300-XTREME-BK,"1,327.58",720.21
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM06-TYPE-C-BL,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM06-TYPE-C-BL,338.14,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)KarnatakaEM06-TYPE-C-BK,338.14,191.51
11/05/2024,CUSTOMER REPLACEMENT,Maharashtra,EM06-TYPE-C-BL,45423CUSTOMER REPLACEMENTMaharashtraEM06-TYPE-C-BL,376.27,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Punjab,BTW100 XTREME BK,45423FLIPKART MARKETPLACE (DELHI)PunjabBTW100 XTREME BK,846.61,631.01
11/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)Tamil NaduEM06 BK,253.39,146.18
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Tamil Nadu,EM01 BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)Tamil NaduEM01 BK,308.47,162.17
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,BTW20 BL,45423Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraBTW20 BL,787.29,675.52
11/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)Uttar PradeshEM01 BK,295.76,166.98
11/05/2024,FLIPKART MARKETPLACE (DELHI),Manipur,EM06 BK,45423FLIPKART MARKETPLACE (DELHI)ManipurEM06 BK,253.39,146.19
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW100-XTREME-BL,45423FLIPKART MARKETPLACE (DELHI)MaharashtraBTW100-XTREME-BL,846.61,600.75
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM06-TYPE-C-BK,45423FLIPKART MARKETPLACE (DELHI)MaharashtraEM06-TYPE-C-BK,380.51,191.51
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Chandigarh,EM06-TYPE-C-BL,45423Simpl (BIL Sigma Technologies Pvt Ltd)ChandigarhEM06-TYPE-C-BL,324.01,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,SBA20 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaSBA20 BK,"1,100.85",634.97
11/05/2024,FLIPKART MARKETPLACE (DELHI),Rajasthan,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)RajasthanEM01 BK,338.14,162.17
11/05/2024,CUSTOMER REPLACEMENT,Rajasthan,BE100-XTREME-BL,45423CUSTOMER REPLACEMENTRajasthanBE100-XTREME-BL,"1,100.85",577.62
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,BTW300-XTREME-BK,45423FLIPKART MARKETPLACE (DELHI)BiharBTW300-XTREME-BK,"1,355.08",711.53
11/05/2024,CASHFREE,Uttar Pradesh,SBA15 B,45423CASHFREEUttar PradeshSBA15 B,762.71,546.99
11/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)KeralaEM01 BK,338.14,162.17
11/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW100 XTREME BK,45423FLIPKART MARKETPLACE (DELHI)MaharashtraBTW100 XTREME BK,846.61,631.01
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Delhi,BTW100 XTREME BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)DelhiBTW100 XTREME BK,989.45,631.01
11/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Kerala,EM06-TYPE-C-BK,45423Simpl (BIL Sigma Technologies Pvt Ltd)KeralaEM06-TYPE-C-BK,308.47,191.51
11/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,EM01 BK,45423FLIPKART MARKETPLACE (DELHI)BiharEM01 BK,338.14,162.17
11/05/2024,DELHIVERY-COD,Delhi,ATOMIK BB20 BK,45423DELHIVERY-CODDelhiATOMIK BB20 BK,"1,588.14",795.45
